cik,symbol,sector,sub_industry,date,year,accession,primary_doc,path
0000316709,SCHW,Financials,Investment Banking & Brokerage,2025-02-26,2025,0000316709-25-000010,schw-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000316709\000031670925000010\schw-20241231.htm
0000316709,SCHW,Financials,Investment Banking & Brokerage,2024-02-23,2024,0000316709-24-000018,schw-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000316709\000031670924000018\schw-20231231.htm
0000316709,SCHW,Financials,Investment Banking & Brokerage,2023-02-24,2023,0000316709-23-000009,schw-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000316709\000031670923000009\schw-20221231.htm
0000316709,SCHW,Financials,Investment Banking & Brokerage,2022-02-24,2022,0000316709-22-000009,schw-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000316709\000031670922000009\schw-20211231.htm
0000316709,SCHW,Financials,Investment Banking & Brokerage,2021-02-24,2021,0000316709-21-000012,schw-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000316709\000031670921000012\schw-20201231.htm
0001091667,CHTR,Communication Services,Cable & Satellite,2026-01-30,2026,0001091667-26-000017,chtr-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001091667\000109166726000017\chtr-20251231.htm
0001091667,CHTR,Communication Services,Cable & Satellite,2025-01-31,2025,0001091667-25-000034,chtr-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001091667\000109166725000034\chtr-20241231.htm
0001091667,CHTR,Communication Services,Cable & Satellite,2024-02-02,2024,0001091667-24-000028,chtr-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001091667\000109166724000028\chtr-20231231.htm
0001091667,CHTR,Communication Services,Cable & Satellite,2023-01-27,2023,0001091667-23-000024,chtr-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001091667\000109166723000024\chtr-20221231.htm
0001091667,CHTR,Communication Services,Cable & Satellite,2022-01-28,2022,0001091667-22-000024,chtr-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001091667\000109166722000024\chtr-20211231.htm
0001091667,CHTR,Communication Services,Cable & Satellite,2021-01-29,2021,0001091667-21-000022,chtr-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001091667\000109166721000022\chtr-20201231.htm
0000093410,CVX,Energy,Integrated Oil & Gas,2026-02-24,2026,0000093410-26-000078,cvx-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000093410\000009341026000078\cvx-20251231.htm
0000093410,CVX,Energy,Integrated Oil & Gas,2025-02-21,2025,0000093410-25-000009,cvx-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000093410\000009341025000009\cvx-20241231.htm
0000093410,CVX,Energy,Integrated Oil & Gas,2024-02-26,2024,0000093410-24-000013,cvx-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000093410\000009341024000013\cvx-20231231.htm
0000093410,CVX,Energy,Integrated Oil & Gas,2023-02-23,2023,0000093410-23-000009,cvx-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000093410\000009341023000009\cvx-20221231.htm
0000093410,CVX,Energy,Integrated Oil & Gas,2022-02-24,2022,0000093410-22-000019,cvx-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000093410\000009341022000019\cvx-20211231.htm
0000093410,CVX,Energy,Integrated Oil & Gas,2021-02-25,2021,0000093410-21-000009,cvx-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000093410\000009341021000009\cvx-20201231.htm
0001058090,CMG,Consumer Discretionary,Restaurants,2026-02-04,2026,0001058090-26-000009,cmg-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001058090\000105809026000009\cmg-20251231.htm
0001058090,CMG,Consumer Discretionary,Restaurants,2025-02-05,2025,0001058090-25-000014,cmg-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001058090\000105809025000014\cmg-20241231.htm
0001058090,CMG,Consumer Discretionary,Restaurants,2024-02-08,2024,0001562762-24-000023,cmg-20231231x10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001058090\000156276224000023\cmg-20231231x10k.htm
0001058090,CMG,Consumer Discretionary,Restaurants,2023-02-09,2023,0001058090-23-000010,cmg-20221231x10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001058090\000105809023000010\cmg-20221231x10k.htm
0001058090,CMG,Consumer Discretionary,Restaurants,2022-02-11,2022,0001058090-22-000011,cmg-20211231x10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001058090\000105809022000011\cmg-20211231x10k.htm
0001058090,CMG,Consumer Discretionary,Restaurants,2021-02-10,2021,0001058090-21-000010,cmg-20201231x10k.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001058090\000105809021000010\cmg-20201231x10k.htm
0000896159,CB,Financials,Property & Casualty Insurance,2026-02-27,2026,0000896159-26-000005,cb-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000896159\000089615926000005\cb-20251231.htm
0000896159,CB,Financials,Property & Casualty Insurance,2025-02-27,2025,0000896159-25-000004,cb-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000896159\000089615925000004\cb-20241231.htm
0000896159,CB,Financials,Property & Casualty Insurance,2024-02-23,2024,0000896159-24-000003,cb-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000896159\000089615924000003\cb-20231231.htm
0000896159,CB,Financials,Property & Casualty Insurance,2023-02-24,2023,0000896159-23-000007,cb-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000896159\000089615923000007\cb-20221231.htm
0000896159,CB,Financials,Property & Casualty Insurance,2022-02-24,2022,0000896159-22-000005,cb-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000896159\000089615922000005\cb-20211231.htm
0000896159,CB,Financials,Property & Casualty Insurance,2021-02-25,2021,0000896159-21-000003,cb-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000896159\000089615921000003\cb-20201231.htm
0000313927,CHD,Consumer Staples,Household Products,2026-02-12,2026,0001193125-26-048139,chd-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000313927\000119312526048139\chd-20251231.htm
0000313927,CHD,Consumer Staples,Household Products,2025-02-13,2025,0000950170-25-019801,chd-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000313927\000095017025019801\chd-20241231.htm
0000313927,CHD,Consumer Staples,Household Products,2024-02-15,2024,0000950170-24-015810,chd-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000313927\000095017024015810\chd-20231231.htm
0000313927,CHD,Consumer Staples,Household Products,2023-02-16,2023,0000950170-23-003066,chd-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000313927\000095017023003066\chd-20221231.htm
0000936395,CIEN,Information Technology,Communications Equipment,2025-12-12,2025,0001628280-25-056698,cien-20251101.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000936395\000162828025056698\cien-20251101.htm
0000936395,CIEN,Information Technology,Communications Equipment,2024-12-20,2024,0000936395-24-000044,cien-20241102.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000936395\000093639524000044\cien-20241102.htm
0000936395,CIEN,Information Technology,Communications Equipment,2023-12-15,2023,0000936395-23-000044,cien-20231028.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000936395\000093639523000044\cien-20231028.htm
0000936395,CIEN,Information Technology,Communications Equipment,2022-12-16,2022,0000936395-22-000065,cien-20221029.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000936395\000093639522000065\cien-20221029.htm
0000936395,CIEN,Information Technology,Communications Equipment,2021-12-17,2021,0000936395-21-000054,cien-20211030.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000936395\000093639521000054\cien-20211030.htm
0000936395,CIEN,Information Technology,Communications Equipment,2020-12-18,2020,0000936395-20-000042,cien-20201031.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000936395\000093639520000042\cien-20201031.htm
0001739940,CI,Health Care,Health Care Services,2026-02-26,2026,0001739940-26-000006,ci-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001739940\000173994026000006\ci-20251231.htm
0001739940,CI,Health Care,Health Care Services,2025-02-27,2025,0001739940-25-000009,ci-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001739940\000173994025000009\ci-20241231.htm
0001739940,CI,Health Care,Health Care Services,2024-02-29,2024,0001739940-24-000005,ci-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001739940\000173994024000005\ci-20231231.htm
0001739940,CI,Health Care,Health Care Services,2023-02-23,2023,0001739940-23-000008,ci-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001739940\000173994023000008\ci-20221231.htm
0001739940,CI,Health Care,Health Care Services,2022-02-24,2022,0001739940-22-000007,ci-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001739940\000173994022000007\ci-20211231.htm
0001739940,CI,Health Care,Health Care Services,2021-02-25,2021,0001739940-21-000007,ci-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0001739940\000173994021000007\ci-20201231.htm
0000020286,CINF,Financials,Property & Casualty Insurance,2026-02-23,2026,0000020286-26-000008,cinf-20251231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000020286\000002028626000008\cinf-20251231.htm
0000020286,CINF,Financials,Property & Casualty Insurance,2025-02-24,2025,0000020286-25-000009,cinf-20241231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000020286\000002028625000009\cinf-20241231.htm
0000020286,CINF,Financials,Property & Casualty Insurance,2024-02-26,2024,0000020286-24-000014,cinf-20231231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000020286\000002028624000014\cinf-20231231.htm
0000020286,CINF,Financials,Property & Casualty Insurance,2023-02-23,2023,0000020286-23-000008,cinf-20221231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000020286\000002028623000008\cinf-20221231.htm
0000020286,CINF,Financials,Property & Casualty Insurance,2022-02-24,2022,0000020286-22-000012,cinf-20211231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000020286\000002028622000012\cinf-20211231.htm
0000020286,CINF,Financials,Property & Casualty Insurance,2021-02-25,2021,0000020286-21-000013,cinf-20201231.htm,E:\원표\한원표 비즈니스\프로그램 개발\new folder\empirical\real_data\filings\0000020286\000002028621000013\cinf-20201231.htm
